session_id,user_id,entry_point,time_of_day,day_of_week,is_weekend,network_type,scroll_velocity,first_tap_depth,session_gap_hours,previous_session_converted,regional_event_active,intent_label,converted,session_value_score
sess_00108,usr_1483,organic,23,3,False,wifi,187.6,2,30.8,True,False,browse,False,0.4342
sess_00109,usr_0899,push_notification,12,1,False,wifi,148.3,2,13.5,True,False,act,False,0.359
sess_00110,usr_0567,push_notification,7,1,False,cellular,366.7,3,71.6,False,False,browse,False,0.4251
sess_00111,usr_2088,widget,21,1,False,wifi,345.4,1,11.8,False,False,browse,True,0.7596
sess_00112,usr_2022,push_notification,16,3,False,cellular,41.0,3,13.2,False,True,act,True,0.5432
sess_00113,usr_0373,organic,23,4,False,wifi,155.3,2,2.0,False,False,act,True,0.8524
sess_00114,usr_0193,push_notification,9,4,False,wifi,211.5,2,22.2,False,True,act,True,0.6359
sess_00115,usr_0450,organic,13,2,False,wifi,249.3,1,63.0,False,False,browse,False,0.5014
sess_00116,usr_0627,push_notification,10,2,False,wifi,113.7,3,51.2,True,False,act,True,0.7967
sess_00117,usr_0656,organic,22,0,False,cellular,293.3,1,21.3,False,True,browse,False,0.5487
sess_00118,usr_1730,organic,20,6,True,wifi,122.5,1,2.9,False,False,act,True,0.7344
sess_00119,usr_2443,widget,12,5,True,cellular,137.7,1,3.3,False,False,browse,False,0.5805
sess_00120,usr_0261,widget,1,3,False,cellular,142.2,3,60.0,False,False,act,True,0.8857
sess_00121,usr_1577,organic,18,2,False,cellular,296.1,1,4.5,False,False,browse,False,0.5308
sess_00122,usr_1564,widget,11,6,True,cellular,214.9,2,33.3,False,False,browse,True,0.6542
sess_00123,usr_2441,push_notification,7,6,True,wifi,118.4,3,2.9,True,False,act,True,0.7457
sess_00124,usr_1918,widget,8,1,False,wifi,212.0,2,9.5,False,False,browse,True,0.6153
sess_00125,usr_2168,push_notification,3,0,False,cellular,164.9,1,30.8,False,False,act,True,0.8596
sess_00126,usr_1030,push_notification,0,6,True,cellular,97.1,1,49.4,True,False,act,True,0.8322
sess_00127,usr_2267,organic,10,3,False,cellular,166.3,1,45.1,True,False,browse,False,0.5023
sess_00128,usr_0048,organic,12,0,False,wifi,330.5,2,74.9,False,False,browse,False,0.257
sess_00129,usr_0470,organic,16,0,False,wifi,283.9,2,18.7,True,False,browse,False,0.3084
sess_00130,usr_2200,push_notification,14,3,False,wifi,175.6,2,9.7,False,True,act,True,0.8688
sess_00131,usr_1093,organic,19,0,False,wifi,263.7,1,10.8,True,False,browse,False,0.5261
sess_00132,usr_1394,organic,5,1,False,wifi,342.7,2,1.2,True,False,browse,False,0.4959
sess_00133,usr_0457,widget,17,4,False,cellular,325.4,1,3.2,False,False,browse,True,0.7462
sess_00134,usr_1203,widget,15,4,False,wifi,168.3,1,6.8,False,False,browse,False,0.2727
sess_00135,usr_1781,push_notification,20,2,False,wifi,202.3,1,25.6,True,False,act,False,0.4649
sess_00136,usr_0648,push_notification,15,4,False,cellular,316.8,2,3.8,True,False,browse,False,0.4488
sess_00137,usr_1859,organic,12,6,True,cellular,371.9,1,7.3,False,False,browse,False,0.3301
sess_00138,usr_0014,organic,15,1,False,cellular,133.6,1,137.5,True,False,browse,False,0.4844
sess_00139,usr_1079,organic,11,5,True,cellular,296.3,1,5.0,False,False,browse,False,0.5409
sess_00140,usr_2051,widget,8,2,False,wifi,302.2,5,5.9,True,False,browse,False,0.519
sess_00141,usr_0732,organic,21,3,False,cellular,95.7,3,1.0,False,False,act,False,0.4513
sess_00142,usr_2080,push_notification,19,0,False,wifi,55.1,1,125.5,False,False,act,True,0.758
sess_00143,usr_0436,organic,18,0,False,wifi,342.2,1,6.6,False,False,browse,True,0.5987
sess_00144,usr_1223,widget,19,4,False,cellular,149.9,2,17.1,False,True,act,True,0.7761
sess_00145,usr_2080,widget,1,5,True,wifi,313.7,3,9.3,False,False,browse,True,0.8837
sess_00146,usr_2495,widget,20,5,True,wifi,108.7,2,7.7,True,False,act,False,0.247
sess_00147,usr_0815,organic,20,1,False,wifi,416.8,2,38.1,False,False,browse,True,0.6596
sess_00148,usr_0627,organic,20,2,False,wifi,116.6,5,96.2,False,True,act,True,0.6099
sess_00149,usr_1532,organic,12,3,False,wifi,191.0,1,152.4,False,False,browse,True,0.5952
sess_00150,usr_0662,widget,19,0,False,cellular,58.0,4,5.8,False,True,act,True,0.8124
sess_00151,usr_2210,organic,13,3,False,wifi,61.7,1,13.4,True,True,act,True,0.8621
sess_00152,usr_2173,push_notification,13,4,False,cellular,97.0,3,33.8,False,False,act,True,0.8484
sess_00153,usr_0003,organic,20,4,False,cellular,402.5,1,30.8,True,False,browse,False,0.4367
sess_00154,usr_2454,organic,7,5,True,cellular,366.8,1,24.7,True,False,browse,False,0.333
sess_00155,usr_1328,organic,17,5,True,cellular,298.7,3,28.5,False,False,browse,True,0.7854
sess_00156,usr_2002,organic,14,4,False,wifi,264.3,1,31.8,False,False,browse,False,0.5445
sess_00157,usr_0080,organic,17,3,False,cellular,319.1,2,23.0,False,False,browse,False,0.3386
sess_00158,usr_0459,organic,13,3,False,wifi,314.4,2,10.1,False,False,browse,False,0.2899
sess_00159,usr_1487,widget,16,6,True,wifi,313.9,1,4.6,False,True,browse,True,0.7448
sess_00160,usr_1260,push_notification,14,5,True,cellular,118.0,5,12.9,False,False,act,True,0.7791
sess_00161,usr_0981,push_notification,19,4,False,cellular,72.8,2,15.2,False,False,act,True,0.748
sess_00162,usr_0238,push_notification,16,2,False,cellular,72.7,3,17.3,False,False,act,True,0.5821
sess_00163,usr_0987,organic,7,4,False,cellular,159.8,1,168.0,True,False,browse,False,0.4889
sess_00164,usr_2324,organic,20,3,False,wifi,282.3,1,4.1,False,False,browse,False,0.3114
sess_00165,usr_0323,organic,20,2,False,cellular,253.0,1,51.0,False,False,browse,False,0.3305
sess_00166,usr_0351,push_notification,13,4,False,cellular,151.6,3,35.3,False,True,act,True,0.645
sess_00167,usr_1991,organic,23,1,False,cellular,321.0,2,38.2,True,True,browse,True,0.6619
sess_00168,usr_0284,organic,17,6,True,cellular,278.1,1,4.6,False,False,browse,False,0.3295
sess_00169,usr_2182,organic,6,6,True,wifi,330.3,1,6.9,False,True,browse,False,0.4816
sess_00170,usr_0516,push_notification,16,6,True,wifi,180.9,1,26.1,False,False,browse,False,0.3063
sess_00171,usr_0526,organic,18,5,True,wifi,262.6,3,1.9,True,False,browse,False,0.2709
sess_00172,usr_1947,widget,10,0,False,cellular,120.6,1,5.7,True,False,act,True,0.8342
sess_00173,usr_2252,organic,20,3,False,wifi,292.1,2,34.1,False,False,browse,True,0.5602
sess_00174,usr_0677,widget,7,4,False,cellular,378.9,1,38.8,False,False,browse,True,0.8554
sess_00175,usr_1086,organic,15,0,False,cellular,117.5,2,3.7,False,False,act,True,0.8275
sess_00176,usr_2162,widget,17,3,False,cellular,408.2,1,39.1,True,True,browse,False,0.5145
sess_00177,usr_2485,widget,12,0,False,wifi,143.6,4,22.6,False,True,act,False,0.581
sess_00178,usr_1734,organic,21,3,False,wifi,259.0,2,11.9,False,False,browse,False,0.5506
sess_00179,usr_0868,push_notification,19,1,False,cellular,68.5,3,8.9,True,False,act,True,0.8412
sess_00180,usr_2209,widget,16,0,False,cellular,343.1,4,1.9,True,False,browse,False,0.2716
sess_00181,usr_0824,organic,9,3,False,cellular,284.1,1,23.2,True,False,browse,False,0.55
sess_00182,usr_1277,widget,12,3,False,cellular,321.4,1,46.9,False,False,browse,False,0.5673
sess_00183,usr_1635,push_notification,13,5,True,wifi,294.8,3,1.8,False,False,browse,False,0.5102
sess_00184,usr_1530,push_notification,8,2,False,wifi,312.2,1,4.5,False,False,browse,False,0.3023
sess_00185,usr_1795,organic,14,1,False,wifi,292.6,3,5.2,False,False,browse,False,0.3669
sess_00186,usr_2120,organic,14,3,False,wifi,176.5,1,28.9,False,False,browse,True,0.5396
sess_00187,usr_1850,push_notification,9,3,False,cellular,67.1,4,13.1,False,False,act,True,0.6405
sess_00188,usr_0496,widget,15,6,True,wifi,151.7,1,2.4,False,False,browse,False,0.4852
sess_00189,usr_1016,organic,8,4,False,wifi,146.3,2,21.9,True,False,act,True,0.8514
sess_00190,usr_0921,push_notification,7,6,True,cellular,156.9,3,9.7,False,False,act,True,0.8282
sess_00191,usr_0263,push_notification,21,4,False,wifi,116.4,2,4.1,False,True,act,False,0.5189
sess_00192,usr_1385,push_notification,13,4,False,cellular,17.7,2,27.9,True,False,act,True,0.5785
sess_00193,usr_0087,push_notification,19,4,False,cellular,175.9,1,24.8,False,False,act,True,0.8724
sess_00194,usr_2410,organic,7,2,False,wifi,239.6,2,73.5,True,False,browse,False,0.3293
sess_00195,usr_2269,push_notification,19,6,True,wifi,126.3,2,0.8,False,False,act,False,0.3617
sess_00196,usr_0943,push_notification,8,4,False,cellular,75.4,2,26.3,True,True,act,True,0.796
sess_00197,usr_2411,organic,1,2,False,cellular,251.4,1,2.0,False,False,browse,False,0.5652
sess_00198,usr_0903,widget,13,2,False,wifi,298.4,1,15.3,False,False,browse,True,0.6224
sess_00199,usr_0030,widget,9,3,False,cellular,245.2,2,2.8,False,False,browse,False,0.4594
sess_00200,usr_0291,organic,8,6,True,wifi,320.1,2,14.8,False,False,browse,True,0.7654
sess_00201,usr_0242,widget,15,0,False,wifi,204.9,1,14.0,False,False,browse,False,0.2673
sess_00202,usr_0938,organic,16,5,True,cellular,311.7,1,13.5,True,True,browse,False,0.5367
sess_00203,usr_0277,push_notification,9,1,False,cellular,97.7,2,126.3,False,False,act,True,0.8229
sess_00204,usr_0129,widget,19,3,False,wifi,166.8,2,42.8,False,True,act,False,0.5351
sess_00205,usr_1354,organic,7,1,False,cellular,373.7,3,4.5,False,True,browse,False,0.5423
sess_00206,usr_0291,organic,18,4,False,cellular,325.4,1,18.7,True,False,browse,True,0.6237
sess_00207,usr_2106,organic,22,1,False,wifi,351.4,1,8.8,False,False,browse,False,0.3518
sess_00208,usr_0975,organic,19,6,True,wifi,169.5,2,4.7,False,False,browse,False,0.5289
sess_00209,usr_1141,organic,5,1,False,cellular,280.0,1,73.6,False,False,browse,True,0.5577
sess_00210,usr_1989,push_notification,21,4,False,wifi,78.4,2,23.4,False,False,act,True,0.7912
sess_00211,usr_0878,organic,20,0,False,wifi,325.6,1,6.7,False,False,browse,False,0.5205
sess_00212,usr_2209,widget,15,4,False,wifi,318.6,1,36.8,False,False,browse,False,0.487
sess_00213,usr_0542,push_notification,0,1,False,wifi,126.4,3,70.4,True,False,act,False,0.4854
sess_00214,usr_2339,push_notification,11,6,True,wifi,96.3,3,10.2,True,False,act,True,0.6147
sess_00215,usr_2361,organic,15,2,False,wifi,390.8,4,168.0,True,False,browse,False,0.5686
sess_00216,usr_1937,organic,19,6,True,cellular,276.0,2,8.5,False,True,browse,False,0.2412
sess_00217,usr_0996,organic,20,0,False,cellular,265.1,3,1.0,False,False,browse,False,0.2501
sess_00218,usr_1938,widget,5,5,True,wifi,273.0,1,2.4,False,False,browse,False,0.3472
sess_00219,usr_1668,push_notification,6,5,True,wifi,265.2,2,5.8,False,False,browse,True,0.7891
sess_00220,usr_0780,push_notification,19,6,True,cellular,96.8,3,13.8,False,False,act,False,0.2383
sess_00221,usr_0387,organic,12,5,True,cellular,297.4,2,18.7,False,False,browse,False,0.2667
sess_00222,usr_0398,push_notification,11,4,False,wifi,63.8,3,7.8,False,False,act,True,0.6714
sess_00223,usr_1766,push_notification,10,5,True,cellular,149.4,3,4.6,False,False,act,False,0.2897
sess_00224,usr_1452,organic,19,1,False,cellular,177.4,4,3.9,False,True,act,True,0.59
sess_00225,usr_1735,push_notification,20,6,True,cellular,305.3,5,18.2,True,False,browse,False,0.3643
sess_00226,usr_1684,widget,4,4,False,wifi,117.3,1,15.0,False,False,act,True,0.5233
sess_00227,usr_1913,organic,7,2,False,wifi,157.8,2,1.5,False,True,browse,True,0.625
sess_00228,usr_0222,organic,17,6,True,wifi,350.8,2,25.8,False,True,browse,False,0.3364
sess_00229,usr_0404,organic,17,1,False,cellular,134.2,3,83.9,False,False,act,True,0.6387
sess_00230,usr_0249,push_notification,14,5,True,wifi,301.4,3,24.7,False,False,browse,False,0.4787
sess_00231,usr_1650,organic,5,1,False,cellular,219.3,3,15.4,False,False,browse,False,0.4926
sess_00232,usr_1390,widget,3,1,False,cellular,184.3,2,34.5,False,False,act,True,0.6211
sess_00233,usr_0448,push_notification,19,6,True,wifi,223.6,1,5.5,False,False,browse,False,0.5785
sess_00234,usr_1019,push_notification,11,4,False,cellular,105.9,2,6.8,True,False,act,False,0.265
sess_00235,usr_0785,push_notification,14,6,True,wifi,180.0,2,33.8,True,False,act,True,0.8109
sess_00236,usr_0780,widget,18,4,False,wifi,94.2,3,2.9,False,False,browse,False,0.3418
sess_00237,usr_2197,widget,8,1,False,wifi,104.3,3,152.5,False,False,act,True,0.8371
sess_00238,usr_1838,widget,19,5,True,cellular,410.1,1,119.7,False,False,browse,False,0.4726
sess_00239,usr_0575,push_notification,8,1,False,wifi,346.3,1,15.7,False,False,browse,False,0.3443
sess_00240,usr_1729,organic,23,6,True,wifi,92.9,4,5.4,False,False,act,False,0.5553
sess_00241,usr_0752,organic,6,1,False,wifi,143.0,3,14.4,False,False,act,True,0.8547
sess_00242,usr_1141,organic,12,5,True,cellular,310.6,2,7.7,True,False,browse,False,0.5113
sess_00243,usr_1895,push_notification,13,5,True,wifi,335.5,1,4.8,True,False,browse,False,0.5423
sess_00244,usr_1024,push_notification,18,0,False,wifi,75.3,1,30.1,False,False,act,False,0.545
sess_00245,usr_0309,push_notification,22,6,True,wifi,104.0,3,14.1,False,False,act,True,0.6088
sess_00246,usr_1816,push_notification,18,0,False,wifi,178.9,2,34.9,False,False,act,True,0.628
sess_00247,usr_2255,push_notification,21,3,False,wifi,94.4,4,6.7,False,False,act,True,0.5254
sess_00248,usr_0402,organic,8,4,False,wifi,398.3,1,9.6,False,False,browse,False,0.4693
sess_00249,usr_0208,organic,21,4,False,cellular,259.3,1,52.9,True,False,browse,False,0.5162
sess_00250,usr_2215,push_notification,21,3,False,wifi,170.1,4,33.9,False,False,act,True,0.5601
sess_00251,usr_0061,widget,16,6,True,wifi,260.1,2,5.1,False,False,browse,False,0.3315
sess_00252,usr_0383,organic,16,4,False,cellular,211.2,1,1.2,True,True,browse,False,0.4866
sess_00253,usr_0969,widget,14,4,False,cellular,313.6,1,6.8,True,False,browse,False,0.4925
sess_00254,usr_0682,organic,19,6,True,cellular,265.1,1,19.9,True,False,browse,False,0.2718
sess_00255,usr_1665,widget,18,4,False,wifi,89.5,3,5.1,False,False,act,True,0.877
sess_00256,usr_1990,push_notification,20,1,False,wifi,88.6,2,8.6,False,False,act,True,0.805
sess_00257,usr_1972,organic,20,6,True,wifi,229.5,1,8.7,False,False,browse,False,0.4809
sess_00258,usr_0876,push_notification,4,4,False,wifi,99.9,3,85.8,False,True,act,True,0.8387
sess_00259,usr_1643,widget,15,4,False,wifi,296.2,2,10.2,False,False,browse,False,0.2549
sess_00260,usr_0241,widget,7,5,True,wifi,348.4,2,5.2,False,True,browse,True,0.6371
sess_00261,usr_0675,push_notification,16,5,True,wifi,307.2,2,7.1,False,False,browse,False,0.5108
sess_00262,usr_1553,push_notification,9,4,False,wifi,99.7,1,7.8,False,False,act,True,0.7694
sess_00263,usr_0009,push_notification,11,1,False,cellular,399.6,1,1.5,False,False,browse,False,0.499
sess_00264,usr_1600,organic,19,4,False,cellular,85.7,3,3.1,True,True,act,True,0.5801
sess_00265,usr_1087,widget,18,6,True,cellular,90.4,1,27.3,True,False,browse,True,0.7711
sess_00266,usr_1864,organic,3,4,False,wifi,233.7,1,44.5,True,False,browse,True,0.5752
sess_00267,usr_1169,organic,16,1,False,wifi,253.5,1,3.2,False,False,browse,False,0.3078
sess_00268,usr_1733,organic,16,4,False,cellular,399.8,2,7.8,False,False,browse,True,0.7839
sess_00269,usr_2277,push_notification,15,3,False,cellular,222.1,5,27.0,True,False,browse,False,0.3376
sess_00270,usr_1994,organic,18,3,False,cellular,275.6,2,27.7,True,False,browse,False,0.4808
sess_00271,usr_0635,widget,17,3,False,wifi,39.0,3,7.4,True,True,act,True,0.7997
sess_00272,usr_0778,organic,5,3,False,cellular,305.7,1,3.0,True,False,browse,False,0.3256
sess_00273,usr_1216,widget,19,4,False,cellular,126.1,1,13.9,False,False,act,True,0.7991
sess_00274,usr_0892,organic,18,0,False,wifi,197.6,4,27.1,True,True,act,True,0.5646
sess_00275,usr_0240,organic,0,6,True,wifi,127.6,3,24.6,True,True,browse,False,0.5414
sess_00276,usr_2373,organic,9,6,True,cellular,275.0,1,3.1,True,False,browse,True,0.8541
sess_00277,usr_2221,organic,14,3,False,wifi,165.5,3,3.1,True,False,act,True,0.8802
sess_00278,usr_0250,organic,8,3,False,cellular,363.9,2,4.9,False,False,browse,False,0.4677
sess_00279,usr_1285,organic,20,2,False,cellular,211.1,2,50.2,True,False,act,True,0.7749
sess_00280,usr_0235,widget,16,5,True,cellular,339.9,4,41.0,True,False,browse,False,0.3342
sess_00281,usr_0206,organic,18,1,False,cellular,269.0,1,27.5,True,True,browse,True,0.7912
