session_id,user_id,entry_point,time_of_day,day_of_week,is_weekend,network_type,scroll_velocity,first_tap_depth,session_gap_hours,previous_session_converted,regional_event_active,user_cohort,intent_label,converted,dwell_seconds,exploration_depth,returned_within_24h,session_value_score
ed625bc2-561d-40a2-90ee-803c77aae1c0,4da2fd24-ad3f-45c7-9024-75b54feab180,organic,19,0,False,cellular,291.0,2,27.2,False,False,casual,browse,False,342.6,9,True,0.5513
20ab50fe-404e-4226-81c2-cae2066ac66b,2a15eaf5-de6b-4df0-a5fc-be16f6f0ea41,widget,19,4,False,wifi,77.7,4,3.6,True,False,regular,browse,True,114.5,5,True,0.6572
5f92a72f-f4d0-40a2-98ed-5add1ecb7512,b3371efc-629f-41c7-b434-529d016f86b1,push,17,3,False,cellular,441.3,1,44.1,False,False,casual,browse,False,545.4,10,False,0.4727
7e0e401c-5dfd-492c-ac3b-d365553f379b,25b9aad8-67dd-4128-8ba4-343dacee9e2f,organic,16,2,False,wifi,372.3,1,8.4,False,False,casual,browse,False,277.1,5,False,0.2386
0398bf83-fc5f-4da9-8532-c51db7571aad,b4fc1be3-31d1-43b6-b14d-f322c3523a6c,widget,17,2,False,cellular,286.9,1,37.6,True,False,regular,browse,True,375.7,4,False,0.5678
5fb29c8b-762a-40ca-93d5-0683deff6254,209e1718-ac07-400e-9c7c-4d5e95b8678a,push,17,3,False,wifi,73.3,3,2.5,True,False,power,act,False,46.4,2,False,0.0632
8d44102d-6e33-4aa2-9e2b-db53af978934,e867302c-397c-4147-ae1b-158b2a6996a3,organic,20,5,True,cellular,327.3,2,24.7,False,False,casual,browse,False,468.6,5,False,0.3343
e8016d97-f3c8-4723-9108-be7573c52394,be9346f2-4607-4c97-a9a1-974892d519ba,organic,12,5,True,wifi,321.5,1,7.7,True,False,casual,browse,False,398.4,6,True,0.5192
1af81ab6-3ec9-4038-aa7d-3e43909e76b7,00c23c40-fa1a-49dc-bd71-24ea5928c50a,widget,8,4,False,cellular,322.6,1,16.4,True,False,casual,browse,False,355.5,4,False,0.2578
201c88d9-938c-4c13-b173-8281d2e29d70,52c3016e-a236-4dba-8db5-8d28ce2ed159,widget,11,6,True,wifi,228.7,1,1.1,False,False,casual,browse,False,446.8,10,True,0.6234
fcad9b11-1851-4545-995a-b3c2ee99a884,0547876c-167a-4adf-a27d-0b0c361c1091,push,10,1,False,wifi,259.9,1,10.7,False,False,casual,browse,True,64.3,10,False,0.5322
d9cc40bb-8eac-4585-b1eb-065a43fc7b11,dcf53fbc-4793-450d-be3f-b716a6287b72,push,9,3,False,wifi,380.9,4,7.1,False,False,new,browse,False,500.1,5,True,0.55
e6fc40ff-ea26-4f88-8706-fed1d41b6eef,a5153a7c-a9fe-49e0-8198-8addb1b4a343,widget,6,1,False,wifi,365.2,1,23.1,False,False,regular,browse,False,208.8,6,True,0.4244
33010eb9-f8da-4443-9b51-62ffb5e4fa9f,4f1bd115-0e46-4709-8384-845e7aa1b805,push,13,6,True,cellular,68.5,3,36.5,True,False,regular,act,True,185.1,3,False,0.4526
2e7434fb-180a-4414-829e-7c6cbcbed57e,b72ca18c-f2cc-48ac-bb24-dfd51268afe5,organic,4,6,True,wifi,364.9,2,8.7,True,False,new,browse,False,296.8,6,False,0.2684
398f70d7-8238-4ab5-985d-88adb42c0347,f01c08f2-6bfe-4857-921d-eecbc95739ce,push,7,6,True,cellular,76.8,5,79.5,True,False,casual,act,True,183.3,1,True,0.6116
69d0e19f-4fe2-4130-ba83-d82ec1867b78,6f292c2a-5c90-41bd-be8c-71acf63f0299,widget,22,0,False,wifi,113.9,2,4.2,True,False,regular,act,False,162.5,2,False,0.1212
dd20c56a-a1d5-42a5-860f-c8801bcd5de0,4c7ccef8-5292-4a80-8f32-27e2673242c5,organic,16,5,True,wifi,245.3,1,8.0,False,False,regular,browse,False,474.1,10,True,0.637
60dccbf7-da06-451b-903d-6f5af12adaf3,7aae73d7-7cb4-4f6e-b08c-0e44ba0ad40f,widget,9,4,False,wifi,101.2,4,7.9,True,True,casual,act,True,199.4,5,True,0.6997
228e4c80-7db2-4294-a945-c62311bcd333,b731d17a-992b-4509-8d97-1895c1b466fa,push,8,1,False,wifi,347.4,1,14.4,False,False,regular,browse,True,438.5,8,True,0.8792
6836e957-0b59-4e16-a881-599c439ae00d,b94ba23b-9863-442d-8eca-a5ed3c0630e2,organic,17,6,True,wifi,349.5,1,9.9,False,False,casual,browse,False,82.3,4,False,0.1212
fda9f762-e481-4bc4-8c4a-5dbba4dbc370,b6c64bf1-f7e4-4c1a-8a25-799893692fa1,organic,15,6,True,cellular,250.9,3,17.6,True,False,casual,browse,False,450.0,6,False,0.345
ceb2464f-87ea-4903-a5b7-88ee801a7306,8a958205-2781-487b-9448-68f800975822,push,18,5,True,wifi,99.6,2,16.0,False,False,new,act,True,205.9,1,True,0.623
bba5d16c-f1a9-4a1f-ace8-f0f08b4f1eb5,25c0f0e6-5477-471d-a1e7-fc3264aa459a,organic,21,5,True,wifi,241.3,1,2.2,False,False,casual,browse,False,265.1,4,True,0.4126
69c00b77-582b-486b-91c5-126de241cf86,d3442f0e-694b-44d3-b10b-4e23941acc7f,push,17,2,False,wifi,114.6,4,80.9,True,False,power,act,False,229.5,2,False,0.1548
59f876dc-460f-46b1-972c-8187adf96a03,f819c8f5-b094-4164-bb2f-4383b23e2c39,push,18,0,False,wifi,129.2,3,34.9,False,False,casual,act,True,149.6,1,True,0.5948
fe54fe8c-4b11-40c6-8f8d-dc829c9b32f3,5190b463-27fa-48ec-9607-a22ede4102c2,widget,23,1,False,wifi,329.4,1,3.3,False,False,regular,browse,False,290.8,5,False,0.2454
7155f2f9-7ef5-48b5-bab9-370bc7acfff5,ca590806-8d9e-40e7-b6cb-363093d6d316,organic,8,4,False,wifi,406.1,2,9.6,False,False,casual,browse,False,234.8,7,False,0.2574
ed441923-b221-43cf-9211-8fcc2b1b8fe7,460aa9b3-5617-4add-9368-00869d59f7d7,push,10,0,False,cellular,315.0,2,14.5,False,False,power,browse,False,298.1,7,True,0.489
b750d353-2c7f-4080-bfd1-1cbc08968fd2,70acf925-a003-468a-bdd7-3eba327ab5ee,organic,17,5,True,wifi,428.4,1,48.5,False,False,regular,browse,False,67.4,6,False,0.1537
fa6b6f18-d94d-4f8a-a0a8-6e7b2eb1fcb4,b1960e51-af8b-442b-9fbe-5c5fe7194b85,widget,18,2,False,wifi,23.5,2,64.8,False,True,casual,act,True,56.7,5,True,0.6284
0fd82c45-6a09-4043-8eae-b380af6eb205,10ccfea7-a761-4c3c-94f6-7ae42d10e284,push,9,0,False,cellular,327.3,2,15.3,False,False,casual,browse,False,487.8,8,False,0.4039
1a56b17a-a873-4adb-ba1a-7023ca7fde2e,fa6bc0e4-5fbb-447e-ad58-d05eda2cadfb,push,19,1,False,cellular,107.7,1,5.3,True,True,power,act,True,88.9,5,True,0.6444
a0f0f675-2d7a-42d3-9bdf-af7388143688,99c18b60-40af-4559-91d5-51cc8f9278bf,push,12,4,False,wifi,319.5,1,9.0,False,False,casual,browse,True,333.1,8,True,0.8265
e54678e2-9a4c-4404-8e32-fae5c9cb5c5c,1b66caab-c2f0-45e0-918a-d25f4074d3a0,organic,20,5,True,wifi,292.7,2,8.5,False,False,power,browse,False,160.1,7,True,0.42
62788ec7-3749-48d1-9486-c967908a1c37,c6d76188-49c2-4b30-9753-b4a922093a82,widget,15,1,False,cellular,336.5,1,9.9,True,False,power,browse,False,514.8,9,True,0.6374
10ee3ff1-a43d-40ea-9d1f-645feb97c659,5bc47c23-fcc8-4018-a0da-666452a47302,organic,17,2,False,wifi,298.3,1,13.3,False,False,casual,browse,False,82.9,8,False,0.2015
5fab97ee-0f38-494d-a823-b3d82f30990e,9eee95c5-e84a-4c73-8079-f6a38d619bfd,widget,13,3,False,cellular,254.3,1,97.7,False,True,casual,browse,False,136.8,7,False,0.2084
aac227ea-00e1-4d9e-b21d-a294094534b5,389314b6-18c2-465e-a76b-f0f1b1b14615,push,15,1,False,wifi,330.9,3,2.0,False,False,casual,browse,False,494.2,7,False,0.3871
4fc06984-2ce9-4d42-85b5-fc61786bee4e,e5628489-1512-4832-8a84-916a527a9fa1,organic,13,1,False,cellular,304.2,1,9.4,False,False,new,browse,False,382.4,9,False,0.3712
a8f649f1-cb3a-444e-aca9-0f759e0b6d25,ea9c3521-58a0-4fd2-b722-7d363e7c2a22,widget,12,6,True,wifi,311.3,1,0.4,True,False,casual,browse,False,165.5,6,False,0.2027
0ed24bef-313f-47a7-ad85-1663b7228ff5,6f0bc433-7037-4b15-8cb8-73eaa7fe3f54,widget,18,6,True,cellular,265.0,2,74.4,True,False,regular,act,False,256.1,10,True,0.5281
28eb8d6c-ad06-421c-9bdb-5560f695d54b,3f0513b5-1f8f-494c-83c8-901c92c9f540,widget,17,6,True,wifi,221.2,1,0.7,True,False,regular,browse,False,265.7,7,False,0.2728
a0625983-025a-4916-b747-6f4897ba8f96,b1fd2c6c-e005-4502-a54c-71bb4cd5d291,organic,8,6,True,wifi,326.3,1,19.4,True,False,new,browse,True,384.2,7,True,0.8321
61a707b7-7b03-4980-8394-9eaac48dc299,5b253551-5a23-49e3-bfb5-00d7e23040ce,push,20,5,True,wifi,74.3,2,22.0,False,False,power,act,True,185.0,2,False,0.4325
7c45eb09-c1cd-4891-8169-2e461b3f8234,7c0acd1e-7ede-4dcc-b72e-831775ff38aa,organic,19,2,False,cellular,307.6,4,10.9,False,False,new,browse,False,194.9,6,False,0.2174
6dca097e-9b2d-4250-8adf-d01d29b25e6f,98dad5ec-2f43-44db-af45-84c2f7da8397,organic,15,6,True,wifi,270.8,1,10.8,False,False,casual,act,False,460.5,8,True,0.5902
89cc3d07-3ef7-493e-8942-50430ab5af2e,13e775ff-8b25-4ead-8014-f63cc6f8f22f,push,17,4,False,wifi,73.8,3,0.4,True,False,new,act,True,184.4,5,False,0.4922
c0192e90-2732-4300-a079-ed8557009518,62538ede-b652-4f88-aa7c-30f2e7ad5458,push,10,3,False,wifi,77.7,3,3.7,True,False,regular,act,True,246.8,3,True,0.6834
33ea767d-e077-4048-82a6-df3041f6f8ae,d0bd7100-9455-40df-af85-57fe2e22bce5,push,20,3,False,cellular,95.2,3,34.3,False,True,regular,act,True,42.2,3,True,0.5811
7588c2cc-696b-4531-99a7-279f036e0221,2440b794-8191-47d7-b2d2-b91382c386d3,organic,6,1,False,wifi,118.1,1,16.4,True,False,regular,browse,False,308.5,10,True,0.5542
4a2335ef-b35d-4b27-a02b-e151e66ba15e,c73169c1-f5b7-4c8a-9aed-0d125543bcaa,organic,13,1,False,cellular,381.9,1,77.3,False,False,new,browse,False,196.7,6,False,0.2184
0d424d64-8c35-49fa-8a5e-812f0dd3962e,afca7763-2d5b-48ae-965f-cb1bbe45b9da,organic,19,6,True,wifi,99.4,2,4.3,True,False,casual,browse,False,355.2,7,True,0.5176
e8925a26-3969-4a07-95c8-f3c13a41af7f,4e9e760e-17fc-426f-ab11-c08f692d3369,push,18,4,False,cellular,83.3,3,27.7,True,False,regular,act,True,205.6,5,True,0.7028
46da05de-ffe1-4cfe-b4b8-4bbb1b602caf,235cf32f-a321-4c22-a112-e82035ed8c4f,widget,19,1,False,wifi,48.0,1,18.9,False,True,regular,act,True,247.8,4,True,0.7039
dd1608b0-50da-4106-89bc-dace67098c64,22219567-478e-4671-aa54-6809bc23d996,organic,18,5,True,cellular,228.4,2,40.8,False,True,new,browse,False,336.3,8,True,0.5282
e97271b0-13f6-41ac-b286-3c8cdfcf9840,21906833-60be-44e7-b9c3-b1d4c613577b,push,12,1,False,cellular,291.8,1,3.4,False,False,regular,browse,False,501.1,4,True,0.5306
55be15b6-97cf-4eeb-a1de-ab39f3aa58ee,f58ff6d2-72b3-469f-aa60-fc5f06487e28,widget,16,6,True,cellular,236.1,1,26.7,False,False,regular,browse,False,218.5,8,False,0.2693
1fd18da4-0a29-4846-b7a7-b07e8b395e0a,2ee8e195-6347-4bda-84b7-9bc65b692dd6,push,19,0,False,wifi,93.6,4,4.9,False,False,casual,act,True,30.0,3,True,0.575
e1bfb1da-74b7-4ab7-81b5-8a9417279fcb,78e03202-716c-4bff-adae-496d196534fa,push,16,4,False,wifi,101.6,3,13.4,False,True,power,act,True,193.9,4,True,0.6769
fc4741c2-9a8b-4dca-be97-52bb4ed5c8b4,9cf88eba-35f6-4d64-904b-62deb75170d1,organic,7,2,False,wifi,298.0,1,4.7,True,False,casual,browse,False,293.5,4,False,0.2268
fd6deec2-6ea8-44ee-bd10-65429744f265,9d2cc15a-00aa-4c02-8c36-7e84a6bf0655,organic,11,2,False,cellular,260.3,1,61.4,False,True,regular,browse,False,454.0,6,False,0.347
88443145-9b8e-4ee4-afef-806f56ff4aa5,f03df9d6-35f2-40e5-b29c-a6a228202109,organic,8,3,False,cellular,378.1,1,4.9,False,False,casual,act,False,330.0,5,True,0.465
1fad7729-fc98-4d62-8d6b-75ff399d481d,2ecf725c-b0b1-4903-8ba8-98acd7084f6c,organic,16,3,False,wifi,340.2,1,41.3,False,False,new,browse,True,204.9,6,True,0.7224
be44b0ef-c785-4c0a-a7f1-977e5ef8c88f,4db8059f-c5d1-48ca-88a3-14fcbdd19451,organic,9,5,True,cellular,337.7,1,3.8,False,False,new,browse,False,96.6,10,False,0.2483
9df1a1fd-c1d2-4230-958c-90d48e160c87,be95db64-3045-4dfa-8d66-c588ba3a3b4d,push,16,2,False,cellular,355.3,4,12.9,False,False,new,browse,False,208.5,7,False,0.2442
2fc1cd4d-7f12-4185-9492-bd6af0088b30,20345fba-9782-45c9-9cb1-2b35e492fb8a,organic,14,2,False,cellular,173.1,1,32.5,False,False,regular,browse,False,459.7,8,True,0.5898
